time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,knee_angle_r_beta,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,knee_angle_l_beta,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
1760625237.96,0.54624201,-0.13786058,0.53977399,-0.00316637,0.95723714,-0.00628113,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.37314555,0.03561375,-3.81576234,4.00030212,-1.0709546,4.16463413,6.61220466,0.1704734,-6.1505129,-0.52791389,4.69079432,-0.76431148,-3.06637664,0.0,0.0,0.10103803,-0.39077667
1760625237.993,0.56421407,-0.14456583,0.5637646,-0.00376622,0.95751963,-0.00572126,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.36206384,0.02454881,-3.82589134,3.95223337,-1.08513911,4.11546221,6.63236903,0.0739453,-6.16181231,-0.59421321,4.62950873,-0.83868957,-3.01614096,0.0,0.0,0.08460097,-0.41126517
1760625238.027,0.53772513,-0.1487979,0.55128344,-0.00305161,0.9576697,-0.00663124,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.41633714,0.03857728,-3.83388753,3.99762356,-1.11897978,4.09390972,7.10406831,0.04304385,-6.59240468,-0.73246134,4.68601415,-0.88042732,-3.00385122,0.0,0.0,0.08250411,-0.41641436
1760625238.06,0.54773293,-0.14878093,0.53111139,-0.00376276,0.95787169,-0.00672253,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.37618219,0.02374629,-3.73793431,3.91682576,-1.14675849,4.00509119,7.1809427,0.13420874,-6.73057974,-0.69423631,4.5892962,-0.91722624,-2.86618491,0.0,0.0,0.07628929,-0.43383053
1760625238.093,0.56843216,-0.1466351,0.50501617,-0.00476025,0.95794068,-0.00756989,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.3381551,0.06785863,-3.66249768,3.81827503,-1.24225268,3.98019869,7.80799951,0.06866698,-7.43833527,-0.80089127,4.47544676,-0.90316469,-2.73852481,0.0,0.0,0.07798286,-0.43662802
1760625238.127,0.56771207,-0.15504282,0.50054552,-0.00470602,0.95790045,-0.00840766,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.30477215,0.13140411,-3.5602571,3.79028247,-1.32115877,3.92339664,8.32315544,0.0,-8.03317547,-0.90418407,4.42922006,-0.85834813,-2.61826548,0.0,0.0,0.08246941,-0.44186432
1760625238.16,0.57365316,-0.15891348,0.49823496,-0.00450221,0.95797373,-0.00844775,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.53519739,0.1831784,-3.57812535,4.02129897,-1.37385101,3.86739263,9.18119778,0.0,-8.91990044,-1.06716689,4.67020071,-0.85697681,-2.65891031,0.0,0.0,0.07306572,-0.44599853
1760625238.194,0.57247864,-0.15543379,0.50711544,-0.0048548,0.95801788,-0.00810949,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.53416373,0.1951977,-3.5709189,4.01665312,-1.3931348,3.8477064,9.21190211,0.0,-8.89822082,-1.05102577,4.67451348,-0.8688004,-2.68085613,0.0,0.0,0.0955771,-0.43392626
1760625238.227,0.55622637,-0.15690716,0.53304344,-0.00483643,0.95798909,-0.00776225,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.54369178,0.21525497,-3.55313069,4.06738567,-1.42655871,3.73310508,9.26851767,0.0,-8.95450354,-1.04160181,4.69814899,-0.88328355,-2.64629792,0.0,0.0,0.1643756,-0.39833578
1760625238.261,0.58130662,-0.16835016,0.52083502,-0.00534342,0.9581143,-0.00651253,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,80.0,-7.0,0.0,80.0,1.3962634,0.0,0.0,0.0,-4.69127501,0.20755124,-3.57868796,4.21397029,-1.40213434,3.71448648,9.84857779,0.0,-9.53236801,-1.18141413,4.82407623,-0.95362443,-2.69562762,0.0,0.0,0.15990696,-0.39981251
